product;subsystem;system_element;function;failure_effect;severity;failure_mode;failure_cause;occurrence;detection;measure_type;measure_name
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas;Assembly process / Design for assembly;5;4;preventive;Drawing & 3D Model Check
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas;Assembly process / Design for assembly;5;4;preventive;Assembly Instructions
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas;Assembly process / Design for assembly;5;4;detective;Assembly Trial
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas;Assembly process / Design for assembly;5;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Crankcase design;6;5;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Crankcase design;6;5;preventive;Proof of Concept Test
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Crankcase design;6;5;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Crankcase design;6;5;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Crankcase design;6;5;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;CCV (blow-by) system design;3;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;CCV (blow-by) system design;3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;CCV (blow-by) system design;3;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;CCV (blow-by) system design;3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Piping design;3;4;preventive;GASENGDP048 Piping
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Piping design;3;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Piping design;3;4;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Piping design;3;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Gasket & O-Ring design;2;2;preventive;O-Ring specification catalogues
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Gasket & O-Ring design;2;2;preventive;O-Ring calculation
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Gasket & O-Ring design;2;2;preventive;Gasket specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Gasket & O-Ring design;2;2;detective;MCE Functional Testing (CCV-System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Gasket & O-Ring design;2;2;detective;Field Validation (Daily Inspection)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;O-Ring aging;3;4;preventive;Design Guideline (Material Selection)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;O-Ring aging;3;4;preventive;Maintenance Plan
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;O-Ring aging;3;4;preventive;FPQ
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;O-Ring aging;3;4;detective;Visual Inspection (Daily Inspection)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Maintenance (oil & filter & oil level);2;4;preventive;Maintenance Plan and Instruction
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Maintenance (oil & filter & oil level);2;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Maintenance (oil & filter & oil level);2;4;detective;Blow-By Filter pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Assembly process / Design for assembly;5;4;preventive;Drawing & 3D Model Check
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Assembly process / Design for assembly;5;4;preventive;Assembly Instructions
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Assembly process / Design for assembly;5;4;detective;Assembly Trial
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs blow-by gas from crankcase to gas mixer;Oil/Blow-By Gas leakage to environment;4;Leakage of blow-by gas over time;Assembly process / Design for assembly;5;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Crankcase design;6;5;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Crankcase design;6;5;preventive;Proof of Concept Test
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Crankcase design;6;5;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Crankcase design;6;5;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Crankcase design;6;5;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;CCV (blow-by) system design;3;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;CCV (blow-by) system design;3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;CCV (blow-by) system design;3;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;CCV (blow-by) system design;3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment ;4;System pressure exceeding limits leading to leakages (in Crankcase);Transient engine operation (start up, cool down);5;4;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment ;4;System pressure exceeding limits leading to leakages (in Crankcase);Transient engine operation (start up, cool down);5;4;preventive;GASENGDP031 Gas Engine Turbocharging
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment ;4;System pressure exceeding limits leading to leakages (in Crankcase);Transient engine operation (start up, cool down);5;4;preventive;GASENGDP007 Power Unit
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment ;4;System pressure exceeding limits leading to leakages (in Crankcase);Transient engine operation (start up, cool down);5;4;detective;MCE functional testing (Blow-by flow measurement)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment ;4;System pressure exceeding limits leading to leakages (in Crankcase);Transient engine operation (start up, cool down);5;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Sensor monitoring (function);3;2;preventive;Sensor specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Sensor monitoring (function);3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Sensor monitoring (function);3;2;detective;Vibration testing (sensor installation)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Power unit;6;5;preventive;GASENGDP007 Power Unit
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Power unit;6;5;preventive;Design verification of power unit
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Power unit;6;5;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Power unit;6;5;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Power unit;6;5;detective;Blow-By Filter differential pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Intake system  (Gas mixer);3;2;preventive;GASENGDP022 Air and gas intake
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Intake system  (Gas mixer);3;2;preventive;Design verification of air and gas intake
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Intake system  (Gas mixer);3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Intake system  (Gas mixer);3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Intake system  (Gas mixer);3;2;detective;Blow-By Filter differential pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Turbocharger;3;4;preventive;GASENGDP031 Gas Engine Turbocharging
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Turbocharger;3;4;preventive;Turbocharger specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Turbocharger;3;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages;Turbocharger;3;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Crankcase design;6;5;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Crankcase design;6;5;preventive;Proof of Concept Test
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Crankcase design;6;5;preventive;O-Ring and sealing specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Crankcase design;6;5;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Crankcase design;6;5;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Crankcase design;6;5;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;CCV (blow-by) system design;3;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;CCV (blow-by) system design;3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;CCV (blow-by) system design;3;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;CCV (blow-by) system design;3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Oil loading in filters;5;4;preventive;Supplier Specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Oil loading in filters;5;4;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Oil loading in filters;5;4;preventive;Test Bench Measurement
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Oil loading in filters;5;4;preventive;Endurance Testing
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Oil loading in filters;5;4;preventive;FPQ
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Oil loading in filters;5;4;preventive;Maintenance Plan Blow-By Filter
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Oil loading in filters;5;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Oil loading in filters;5;4;detective;Blow-By Filter differential pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Transient engine operation (start up, cool down);5;4;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Transient engine operation (start up, cool down);5;4;preventive;GASENGDP031 Gas Engine Turbocharging
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Transient engine operation (start up, cool down);5;4;preventive;GASENGDP007 Power Unit
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Transient engine operation (start up, cool down);5;4;detective;MCE functional testing (Blow-by flow measurement)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Transient engine operation (start up, cool down);5;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Sensor monitoring (function);3;2;preventive;Sensor specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Sensor monitoring (function);3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Sensor monitoring (function);3;2;detective;Vibration testing (sensor installation)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Power unit;6;5;preventive;GASENGDP007 Power Unit
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Power unit;6;5;preventive;Design verification of power unit
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Power unit;6;5;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Power unit;6;5;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Power unit;6;5;detective;Blow-By Filter differential pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Intake system  (Gas mixer);3;2;preventive;GASENGDP022 Air and gas intake
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Intake system  (Gas mixer);3;2;preventive;Design verification of air and gas intake
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Intake system  (Gas mixer);3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Intake system  (Gas mixer);3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Intake system  (Gas mixer);3;2;detective;Blow-By Filter differential pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Turbocharger;3;4;preventive;GASENGDP031 Gas Engine Turbocharging
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Turbocharger;3;4;preventive;Turbocharger specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Turbocharger;3;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Not exceed a specific pressure difference in system;Oil/Blow-By Gas leakage to environment;4;System pressure exceeding limits leading to leakages over time;Turbocharger;3;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Crankcase design;6;5;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Crankcase design;6;5;preventive;Proof of Concept Test
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Crankcase design;6;5;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Crankcase design;6;5;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Crankcase design;6;5;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;CCV (blow-by) system design;3;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;CCV (blow-by) system design;3;2;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;CCV (blow-by) system design;3;2;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;CCV (blow-by) system design;3;2;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Piping design;3;4;preventive;GASENGDP048 Piping
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Piping design;3;4;detective;MCE Functional Testing (CCV System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Piping design;3;4;detective;Field Validation (Crankcase & Blow-by filter pressure monitoring)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Piping design;3;4;detective;Crankcase pressure monitoring
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Insulation design;2;2;preventive;GASENGDP046 Crankcase Ventilation System
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Insulation design;2;2;preventive;Insulation specification
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Insulation design;2;2;detective;MCE Functional Testing (CCV-System)
Gas Engine Type 4;Engine Block;CCV (blow-by) system;Directs oil back to the crankcase;Too much oil guided to the compressor (turbocharger);6;Too little oil draining over time;Insulation design;2;2;detective;Field Validation (Daily Inspection)
